Model;Prompt;Repetition;Success;Feedback_Round_0;Feedback_Round_1;Feedback_Round_2;Feedback_Round_3;Feedback_Round_4;Feedback_Round_5;String Handling;List or Array Operation;Mathematical Calculation;Logical Condition;ABAP Database Operation
claude-sonnet-4-20250514;122;8;True;unit tests were successful;;;;;;True;True;True;True;
claude-sonnet-4-20250514;122;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;True;
claude-sonnet-4-20250514;123;0;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;1;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;True;True;
claude-sonnet-4-20250514;123;2;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;3;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;4;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;5;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;6;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;7;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;True;True;True;
claude-sonnet-4-20250514;123;8;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;123;9;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;True;True;
claude-sonnet-4-20250514;124;0;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;1;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;2;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;3;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;4;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;5;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;6;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;;True;
claude-sonnet-4-20250514;124;7;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;8;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;124;9;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;125;0;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;1;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;2;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;3;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
claude-sonnet-4-20250514;125;5;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;6;True;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit tests were successful;True;True;;True;
claude-sonnet-4-20250514;125;7;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;8;False;syntax check failed;syntax check failed;unit test failed;unit test failed;syntax check failed;unit test failed;True;True;;True;
claude-sonnet-4-20250514;125;9;False;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;syntax check failed;True;True;;True;
claude-sonnet-4-20250514;126;0;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;1;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;2;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;3;True;syntax check failed;unit tests were successful;;;;;;True;;True;
claude-sonnet-4-20250514;126;4;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;5;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;6;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;7;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;8;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;126;9;True;unit tests were successful;;;;;;;True;;True;
claude-sonnet-4-20250514;127;0;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;1;True;syntax check failed;unit tests were successful;;;;;;;True;True;
claude-sonnet-4-20250514;127;2;True;syntax check failed;unit tests were successful;;;;;;;True;True;
claude-sonnet-4-20250514;127;3;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;4;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;5;True;syntax check failed;unit tests were successful;;;;;;;True;True;
claude-sonnet-4-20250514;127;6;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;7;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;8;False;syntax check failed;syntax check failed;;;;;;;True;True;
claude-sonnet-4-20250514;127;9;True;syntax check failed;unit tests were successful;;;;;;;True;True;
claude-sonnet-4-20250514;128;0;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;1;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;2;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;3;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;4;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;5;True;syntax check failed;unit test failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;128;6;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;7;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;8;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;128;9;True;unit tests were successful;;;;;;;True;True;True;
claude-sonnet-4-20250514;129;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
claude-sonnet-4-20250514;129;1;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;True;
claude-sonnet-4-20250514;129;2;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;True;
claude-sonnet-4-20250514;129;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
claude-sonnet-4-20250514;129;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
claude-sonnet-4-20250514;129;5;False;syntax check failed;syntax check failed;unit test failed;unit test failed;;;;True;True;True;
claude-sonnet-4-20250514;129;6;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;True;
claude-sonnet-4-20250514;129;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
claude-sonnet-4-20250514;129;8;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;True;
claude-sonnet-4-20250514;129;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
claude-sonnet-4-20250514;13;0;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;1;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;2;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;3;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;4;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;5;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;6;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;7;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;8;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;13;9;True;unit tests were successful;;;;;;;;True;True;
claude-sonnet-4-20250514;130;0;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;130;1;True;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit tests were successful;;;True;True;True;
claude-sonnet-4-20250514;130;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
claude-sonnet-4-20250514;130;3;False;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;unit test failed;;True;True;True;
claude-sonnet-4-20250514;130;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
claude-sonnet-4-20250514;130;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;;True;True;True;
claude-sonnet-4-20250514;130;6;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;;True;True;True;
claude-sonnet-4-20250514;130;7;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;True;True;True;
claude-sonnet-4-20250514;130;8;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;True;
claude-sonnet-4-20250514;130;9;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;True;True;True;
claude-sonnet-4-20250514;131;0;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;1;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;2;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;3;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;4;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;5;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;6;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;7;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;8;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;131;9;True;unit tests were successful;;;;;;True;;True;True;
claude-sonnet-4-20250514;132;0;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;132;1;True;unit test failed;unit test failed;unit test failed;unit tests were successful;;;True;;;True;
claude-sonnet-4-20250514;132;2;True;unit test failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit tests were successful;True;;;True;
claude-sonnet-4-20250514;132;3;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;True;
claude-sonnet-4-20250514;132;4;True;unit test failed;unit tests were successful;;;;;True;;;True;
claude-sonnet-4-20250514;132;5;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;132;6;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;True;
claude-sonnet-4-20250514;132;7;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;;True;
claude-sonnet-4-20250514;132;8;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;;True;
claude-sonnet-4-20250514;132;9;True;unit tests were successful;;;;;;True;;;True;
claude-sonnet-4-20250514;133;0;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;1;False;unit test failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;2;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;3;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;4;False;syntax check failed;syntax check failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;5;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;6;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;7;False;unit test failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;8;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;133;9;False;syntax check failed;unit test failed;unit test failed;unit test failed;;;;True;True;;
claude-sonnet-4-20250514;134;0;True;syntax check failed;unit tests were successful;;;;;True;;;True;
claude-sonnet-4-20250514;134;1;True;syntax check failed;unit tests were successful;;;;;True;;;True;
claude-sonnet-4-20250514;134;2;True;syntax check failed;unit tests were successful;;;;;True;;;True;
claude-sonnet-4-20250514;134;3;True;syntax check failed;unit tests were successful;;;;;True;;;True;
